lawd_cd,lat,lon
46830,34.79957499392728,126.6307699124866
46840,34.95327671560665,126.42578518428756
46860,35.11269516698181,126.53561079019057
46870,35.27849438800386,126.45313344444195
46880,35.329600978125626,126.76856907208614
46890,34.2955971516334,126.77697472565535
46900,34.43942431299511,126.21518369152525
46910,34.81262297871154,126.04955830645035
47000,,
47110,,
47111,35.9584078897515,129.43761472511997
47113,36.16506929519369,129.23402391254612
47130,35.82669099557415,129.2358730040006
47150,36.060515691088135,128.0778448017229
47170,36.58030945549091,128.7800406779988
47190,36.207341089500105,128.35546439780592
47210,36.87055895812186,128.59765391663447
47230,36.015816125457356,128.94260729762712
47250,36.42955021103013,128.06699030370945
47280,36.69080983869005,128.14869731497745
47290,35.83410302414844,128.80905298422508
47730,36.36201085967737,128.61490523631895
47750,36.35707111505182,129.05743268734983
47760,36.696474869058825,129.14505702017198
47770,36.48249776038155,129.31738174005073
47820,35.67292328012657,128.78657554674135
47830,35.737011894077234,128.30647194485644
47840,35.90724515240442,128.23339395549095
47850,36.015510934742366,128.46258660602254
47900,36.65391037177876,128.42246447265288
47920,36.93415717034474,128.91291675389147
47930,36.904067427696866,129.31223582005416
47940,37.50196387834016,130.86416773302415
48000,,
48120,,
48121,35.3116266047161,128.64903939929923
48123,35.198870452046926,128.67159936063024
48125,35.135580912740814,128.48559937310887
48127,35.23222741719274,128.53643707754142
48129,35.12994482346322,128.73628062017323
48170,35.20514751704073,128.1297643947976
48220,34.82963018233189,128.37445695354097
48240,35.04971902385656,128.03765670212087
48250,35.2721691721397,128.84522543620182
48270,35.49850039246288,128.78964238105158
48310,34.87066024514736,128.62315680023661
48330,35.40190499320049,129.04103671229177
48720,35.39245631281952,128.27710123836675
48730,35.29101217603489,128.4309049646808
48740,35.508276486640334,128.49301215398532
48820,35.01630929071235,128.2906975967389
48840,34.81831061049002,127.94111692210532
48850,35.13838230612746,127.77892177047033
48860,35.368637835372084,127.88436439627401
48870,35.55172722586078,127.72207440016189
48880,35.73261316426832,127.90413194305403
48890,35.57666245996156,128.1415534507033
50000,,
50110,33.44212371298763,126.52945237209994
50130,33.32487231065768,126.58125114970954
51000,,
51110,37.88984997212908,127.73995455495272
51130,37.30825852566475,127.92953955032525
51150,37.709201250508976,128.8322213872166
51170,37.506729838621446,129.0556390327703
51190,37.172365186284324,128.98006247786023
51210,38.1760272717914,128.5195572141462
51230,37.27752701172967,129.12174649349686
51720,37.74486678841086,128.07450702441753
51730,37.509160697451364,128.07706460368703
51750,37.20404507297924,128.49993424196805
51760,37.55699071636966,128.48276774065693
51770,37.37878577140599,128.7390663474056
51780,38.23902719383523,127.39899101713333
51790,38.13843323153424,127.68520229554494
51800,38.175676669642925,128.00022196869065
51810,38.06477753805473,128.26471716830167
51820,38.36284879019782,128.41107312428016
51830,38.00455569156285,128.59504491910917
52000,,
52110,,
52111,,
52113,,
52130,,
52140,,
52180,,
52190,,
52210,,
52710,,
52720,,
52730,,
52740,,
52750,,
52770,,
52790,,
52800,,
